path	category	language	size_bytes	line_count	imports	symbols
Vendor/whisper.cpp/examples/server/CMakeLists.txt	Vendor	Text	369	15		
Vendor/whisper.cpp/examples/server/README.md	Vendor	Markdown	6227	121		
Vendor/whisper.cpp/examples/server/bench.js	Vendor	Unknown	912	29		
Vendor/whisper.cpp/examples/server/server.cpp	Vendor	C++	55290	1243		struct:server_params,struct:whisper_params,struct:whisper_print_user_data,struct:whisper_context_params,struct:whisper_context,struct:sigaction
Vendor/whisper.cpp/examples/lsp/CMakeLists.txt	Vendor	Text	240	9		
Vendor/whisper.cpp/examples/lsp/README.md	Vendor	Markdown	6120	104		
Vendor/whisper.cpp/examples/lsp/lsp.cpp	Vendor	C++	21194	471		struct:whisper_params,struct:command,struct:commandset,struct:commandset,struct:commandset,struct:command,struct:whisper_context_params,struct:whisper_context
Vendor/whisper.cpp/examples/lsp/whisper.vim	Vendor	Unknown	15906	362		
Vendor/whisper.cpp/examples/whisper.wasm/emscripten.cpp	Vendor	C++	3840	118		struct:whisper_full_params
Vendor/whisper.cpp/examples/whisper.wasm/CMakeLists.txt	Vendor	Text	1204	50		
Vendor/whisper.cpp/examples/whisper.wasm/README.md	Vendor	Markdown	2873	67		
Vendor/whisper.cpp/examples/whisper.wasm/index-tmpl.html	Vendor	Unknown	33173	659		
Vendor/whisper.cpp/examples/cli/CMakeLists.txt	Vendor	Text	228	8		
Vendor/whisper.cpp/examples/cli/README.md	Vendor	Markdown	4534	66		
Vendor/whisper.cpp/examples/cli/cli.cpp	Vendor	C++	61606	1306		struct:whisper_params,struct:whisper_print_user_data,struct:whisper_context,struct:whisper_context_params,struct:whisper_context,struct:fout_factory
Vendor/whisper.cpp/examples/bench.wasm/emscripten.cpp	Vendor	C++	2713	87		
Vendor/whisper.cpp/examples/bench.wasm/CMakeLists.txt	Vendor	Text	1171	49		
Vendor/whisper.cpp/examples/bench.wasm/README.md	Vendor	Markdown	1578	47		
Vendor/whisper.cpp/examples/bench.wasm/index-tmpl.html	Vendor	Unknown	12616	285		
Vendor/whisper.cpp/examples/sycl/run-whisper.sh	Vendor	Shell	442	17		
Vendor/whisper.cpp/examples/sycl/CMakeLists.txt	Vendor	Text	340	9		
Vendor/whisper.cpp/examples/sycl/ls-sycl-device.cpp	Vendor	C++	216	11		
Vendor/whisper.cpp/examples/sycl/README.md	Vendor	Markdown	1510	47		
Vendor/whisper.cpp/examples/sycl/build.sh	Vendor	Shell	694	22		
Vendor/whisper.cpp/examples/whisper.swiftui/README.md	Vendor	Markdown	3257	55		
Vendor/whisper.cpp/examples/whisper.swiftui/whisper.swiftui.xcodeproj/project.pbxproj	Vendor	XcodeProject	21135	476		
Vendor/whisper.cpp/examples/whisper.swiftui/whisper.swiftui.xcodeproj/project.xcworkspace/xcshareddata/IDEWorkspaceChecks.plist	Vendor	PropertyList	238	8		
Vendor/whisper.cpp/examples/whisper.swiftui/whisper.swiftui.xcodeproj/xcshareddata/xcschemes/WhisperCppDemo.xcscheme	Vendor	Unknown	3896	100		
Vendor/whisper.cpp/examples/whisper.swiftui/whisper.cpp.swift/LibWhisper.swift	Vendor	Swift	5284	157	Foundation,UIKit,whisper	enum:WhisperError,actor:WhisperContext,func:fullTranscribe,func:getTranscription,func:benchMemcpy,func:benchGgmlMulMat,func:systemInfo,func:benchFull,func:createContext,func:cpuCount
Vendor/whisper.cpp/examples/whisper.swiftui/whisper.swiftui.demo/WhisperCppDemoApp.swift	Vendor	Swift	147	10	SwiftUI	struct:WhisperCppDemoApp
Vendor/whisper.cpp/examples/whisper.swiftui/whisper.swiftui.demo/UI/DownloadButton.swift	Vendor	Swift	3375	102	SwiftUI	struct:DownloadButton,func:onLoad,func:download
Vendor/whisper.cpp/examples/whisper.swiftui/whisper.swiftui.demo/UI/ContentView.swift	Vendor	Swift	9717	154	AVFoundation,Foundation,SwiftUI	struct:ContentView,struct:ModelsView,func:getDownloadedModels,func:loadModel
Vendor/whisper.cpp/examples/whisper.swiftui/whisper.swiftui.demo/Utils/Recorder.swift	Vendor	Swift	1065	35	AVFoundation,Foundation	actor:Recorder,enum:RecorderError,func:startRecording,func:stopRecording
Vendor/whisper.cpp/examples/whisper.swiftui/whisper.swiftui.demo/Utils/RiffWaveUtils.swift	Vendor	Swift	394	12	Foundation	func:decodeWaveFile
Vendor/whisper.cpp/examples/whisper.swiftui/whisper.swiftui.demo/Models/Model.swift	Vendor	Swift	402	17	Foundation	struct:Model,func:fileExists
Vendor/whisper.cpp/examples/whisper.swiftui/whisper.swiftui.demo/Models/WhisperState.swift	Vendor	Swift	6765	203	AVFoundation,Foundation,SwiftUI	class:WhisperState,enum:LoadError,func:loadModel,func:benchCurrentModel,func:bench,func:transcribeSample,func:transcribeAudio,func:readAudioSamples,func:toggleRecord,func:requestRecordPermission,func:startPlayback,func:stopPlayback,func:handleRecError,func:onDidFinishRecording,func:cpuCount
Vendor/whisper.cpp/examples/whisper.swiftui/whisper.swiftui.demo/Supporting files/WhisperCppDemo.entitlements	Vendor	Unknown	369	12		
Vendor/whisper.cpp/examples/whisper.swiftui/whisper.swiftui.demo/Supporting files/Assets.xcassets/Contents.json	Vendor	JSON	63	6		
Vendor/whisper.cpp/examples/whisper.swiftui/whisper.swiftui.demo/Supporting files/Assets.xcassets/AppIcon.appiconset/Contents.json	Vendor	JSON	999	63		
Vendor/whisper.cpp/examples/whisper.swiftui/whisper.swiftui.demo/Supporting files/Assets.xcassets/AccentColor.colorset/Contents.json	Vendor	JSON	123	11		
Vendor/whisper.cpp/examples/whisper.swiftui/whisper.swiftui.demo/Supporting files/Preview Content/Preview Assets.xcassets/Contents.json	Vendor	JSON	63	6		
Vendor/whisper.cpp/examples/talk-llama/llama-sampling.h	Vendor	C/C++ Header	754	32		struct:llama_vocab,struct:llama_grammar,struct:llama_sampler_chain,struct:llama_sampler
Vendor/whisper.cpp/examples/talk-llama/llama-model-loader.cpp	Vendor	C++	48286	1167		struct:GKV_Base_Type,struct:GKV_Base,struct:ArrayInfo,class:GKV,struct:GGUFMeta,struct:GGUFMeta,struct:GGUFMeta,struct:GGUFMeta,struct:ggml_context,struct:gguf_init_params,struct:gguf_init_params,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_context
Vendor/whisper.cpp/examples/talk-llama/llama-kv-cache.h	Vendor	C/C++ Header	12256	375		struct:llama_cparams,struct:llama_hparams,struct:llama_model,struct:llama_context,class:llama_kv_cache,struct:stream_copy_info,struct:slot_info,struct:kv_layer,struct:cell_ranges_t,class:llama_kv_cache_context
Vendor/whisper.cpp/examples/talk-llama/llama-cparams.cpp	Vendor	C++	100	5		
Vendor/whisper.cpp/examples/talk-llama/speak	Vendor	Unknown	1494	40		
Vendor/whisper.cpp/examples/talk-llama/llama-vocab.cpp	Vendor	C++	151174	3811		struct:naive_trie,struct:llm_tokenizer,struct:llm_symbol,struct:llm_bigram_spm,struct:comparator,struct:llm_tokenizer_spm,struct:llm_tokenizer_spm_session,class:llama_priority_queue,struct:llm_bigram_bpe,struct:comparator,struct:llm_tokenizer_bpe,struct:llm_tokenizer_bpe_session,struct:llm_tokenizer_wpm,struct:llm_tokenizer_wpm_session,struct:llm_tokenizer_ugm,struct:naive_trie,struct:naive_trie,struct:llm_tokenizer_ugm_session,struct:best_tokenization,struct:best_tokenization,struct:best_tokenization,struct:best_tokenization,struct:normalization_result,struct:xcda_array_view,struct:best_tokenization,struct:normalization_result,struct:xcda_array_view,struct:llm_tokenizer_rwkv,struct:naive_trie,struct:llm_tokenizer_rwkv_session,struct:llm_tokenizer_plamo2,struct:llm_tokenizer_plamo2_session,struct:fragment_buffer_variant,struct:llama_vocab,struct:pair_hash,struct:gguf_context
Vendor/whisper.cpp/examples/talk-llama/CMakeLists.txt	Vendor	Text	1238	43		
Vendor/whisper.cpp/examples/talk-llama/llama-model-loader.h	Vendor	C/C++ Header	5968	170		struct:llama_model_loader,struct:llama_tensor_weight,struct:weight_name_comparer,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_context
Vendor/whisper.cpp/examples/talk-llama/llama-kv-cache.cpp	Vendor	C++	66215	2017		struct:state_t,class:llm_graph_input_k_shift
Vendor/whisper.cpp/examples/talk-llama/llama-grammar.cpp	Vendor	C++	44977	1229		struct:llama_grammar,struct:llama_grammar,struct:llama_grammar
Vendor/whisper.cpp/examples/talk-llama/llama-io.cpp	Vendor	C++	380	15		
Vendor/whisper.cpp/examples/talk-llama/llama.cpp	Vendor	C++	14200	417		struct:llama_sampler_chain_params,struct:llama_sampler_chain_params,struct:ggml_init_params,struct:ggml_context,struct:llama_model_params,struct:llama_model,struct:llama_model_params,struct:llama_model,struct:llama_model_params,struct:llama_model,struct:llama_model_params
Vendor/whisper.cpp/examples/talk-llama/llama-hparams.cpp	Vendor	C++	5334	221		
Vendor/whisper.cpp/examples/talk-llama/llama-memory-recurrent.cpp	Vendor	C++	38666	1162		
Vendor/whisper.cpp/examples/talk-llama/llama-context.h	Vendor	C/C++ Header	9904	312		struct:llama_model,class:llama_batch_allocr,class:llama_io_read_i,class:llama_io_write_i,struct:llama_memory_i,struct:llama_memory_context_i,struct:llama_memory_breakdown_data,struct:llama_context,struct:swap_info
Vendor/whisper.cpp/examples/talk-llama/llama-memory-hybrid.cpp	Vendor	C++	9134	268		
Vendor/whisper.cpp/examples/talk-llama/llama-graph.cpp	Vendor	C++	69420	2043		
Vendor/whisper.cpp/examples/talk-llama/unicode-data.h	Vendor	C/C++ Header	630	20		struct:range_nfd
Vendor/whisper.cpp/examples/talk-llama/llama-adapter.h	Vendor	C/C++ Header	1920	82		struct:llama_adapter_cvec,struct:llama_adapter_lora_weight,struct:llama_adapter_lora
Vendor/whisper.cpp/examples/talk-llama/llama-memory.h	Vendor	C/C++ Header	4515	122		struct:llama_ubatch,class:llama_batch_allocr,class:llama_io_write_i,class:llama_io_read_i,struct:llama_memory_params,struct:llama_memory_context_i,struct:llama_memory_i
Vendor/whisper.cpp/examples/talk-llama/llama-vocab.h	Vendor	C/C++ Header	6123	178		struct:LLM_KV,struct:llama_model_loader,struct:llama_vocab,struct:token_data,struct:impl
Vendor/whisper.cpp/examples/talk-llama/llama-arch.h	Vendor	C/C++ Header	14832	540		struct:LLM_KV,struct:LLM_TN_IMPL,struct:LLM_TN,struct:llm_tensor_info
Vendor/whisper.cpp/examples/talk-llama/llama-kv-cells.h	Vendor	C/C++ Header	12105	491		class:llama_kv_cells
Vendor/whisper.cpp/examples/talk-llama/llama-io.h	Vendor	C/C++ Header	788	35		struct:ggml_tensor,class:llama_io_write_i,class:llama_io_read_i
Vendor/whisper.cpp/examples/talk-llama/llama-kv-cache-iswa.cpp	Vendor	C++	10039	326		
Vendor/whisper.cpp/examples/talk-llama/llama-model.h	Vendor	C/C++ Header	17151	519		struct:llama_cparams,struct:llama_ubatch,struct:llama_model_loader,struct:llama_layer_posnet,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:llama_layer_convnext,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:llama_layer_shortconv,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:llama_layer_nextn,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:llama_layer,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:llama_layer_posnet,struct:llama_layer_convnext,struct:llama_layer_shortconv,struct:llama_layer_nextn,struct:llama_model,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:ggml_tensor,struct:impl
Vendor/whisper.cpp/examples/talk-llama/llama-quant.cpp	Vendor	C++	50634	1093		struct:tensor_quantization,struct:quantize_state_impl
Vendor/whisper.cpp/examples/talk-llama/llama-mmap.h	Vendor	C/C++ Header	1428	68		struct:llama_file,struct:llama_mmap,struct:llama_mlock,struct:llama_file,struct:impl,struct:llama_mmap,struct:impl,struct:llama_mlock,struct:impl
Vendor/whisper.cpp/examples/talk-llama/llama-impl.h	Vendor	C/C++ Header	1854	63		struct:no_init,struct:time_meas
Vendor/whisper.cpp/examples/talk-llama/llama-memory-hybrid.h	Vendor	C/C++ Header	4344	139		class:llama_memory_hybrid,class:llama_memory_hybrid_context
Vendor/whisper.cpp/examples/talk-llama/README.md	Vendor	Markdown	2950	61		
Vendor/whisper.cpp/examples/talk-llama/llama-quant.h	Vendor	C/C++ Header	13	1		
Vendor/whisper.cpp/examples/talk-llama/unicode.h	Vendor	C/C++ Header	3942	111		struct:unicode_cpt_flags
Vendor/whisper.cpp/examples/talk-llama/llama-chat.h	Vendor	C/C++ Header	2028	68		struct:llama_chat_message
Vendor/whisper.cpp/examples/talk-llama/speak.bat	Vendor	Unknown	76	1		
Vendor/whisper.cpp/examples/talk-llama/llama-impl.cpp	Vendor	C++	6020	167		struct:llama_logger_state
Vendor/whisper.cpp/examples/talk-llama/speak.ps1	Vendor	Unknown	511	14		
Vendor/whisper.cpp/examples/talk-llama/eleven-labs.py	Vendor	Unknown	2733	80		
Vendor/whisper.cpp/examples/talk-llama/llama-arch.cpp	Vendor	C++	142728	2589		
Vendor/whisper.cpp/examples/talk-llama/llama-model.cpp	Vendor	C++	915770	10212		struct:llama_model,struct:layer_dev,struct:ggml_backend_buft_comparator,struct:llm_build_llama,struct:llm_build_llama_iswa,struct:llm_build_deci,struct:llm_build_baichuan,struct:llm_build_xverse,struct:llm_build_falcon,struct:llm_build_grok,struct:llm_build_dbrx,struct:llm_build_starcoder,struct:llm_build_refact,struct:llm_build_bert,struct:llm_build_neo_bert,struct:llm_build_bloom,struct:llm_build_mpt,struct:llm_build_stablelm,struct:llm_build_qwen,struct:llm_build_qwen2,struct:llm_build_dream,struct:llm_build_llada,struct:llm_build_qwen2vl,struct:llm_build_qwen2moe,struct:llm_build_qwen3,struct:llm_build_qwen3moe,struct:llm_build_phi2,struct:llm_build_phi3,struct:llm_build_plamo,struct:llm_build_gpt2,struct:llm_build_codeshell,struct:llm_build_orion
Vendor/whisper.cpp/examples/talk-llama/llama-mmap.cpp	Vendor	C++	19001	600		struct:llama_file,struct:llama_mmap,struct:llama_mlock,struct:rlimit
Vendor/whisper.cpp/examples/talk-llama/llama-model-saver.h	Vendor	C/C++ Header	1052	37		struct:llama_model_saver,struct:gguf_context
Vendor/whisper.cpp/examples/talk-llama/llama-grammar.h	Vendor	C/C++ Header	6135	173		struct:llama_vocab,struct:llama_partial_utf8,struct:llama_grammar_candidate,struct:llama_grammar_parser,struct:llama_grammar_trigger_pattern,struct:llama_grammar,struct:llama_grammar,struct:llama_grammar,struct:llama_grammar,struct:llama_grammar,struct:llama_grammar
Vendor/whisper.cpp/examples/talk-llama/llama-cparams.h	Vendor	C/C++ Header	996	41		struct:llama_cparams
Vendor/whisper.cpp/examples/talk-llama/llama-graph.h	Vendor	C/C++ Header	28241	832		struct:ggml_cgraph,struct:ggml_context,struct:ggml_tensor,struct:llama_cparams,struct:llama_memory_context_i,class:llama_kv_cache_context,class:llama_kv_cache_iswa_context,class:llama_memory_recurrent_context,class:llama_memory_hybrid_context,struct:llama_cross,struct:llm_graph_params,class:llm_graph_input_i,class:llm_graph_input_embd,class:llm_graph_input_pos,class:llm_graph_input_attn_temp,class:llm_graph_input_pos_bucket,class:llm_graph_input_pos_bucket_kv,class:llm_graph_input_out_ids,class:llm_graph_input_mean,class:llm_graph_input_cls,class:llm_graph_input_rs,class:llm_graph_input_cross_embd,class:llm_graph_input_attn_no_cache,class:llm_graph_input_attn_kv,class:llm_graph_input_attn_kv_iswa,class:llm_graph_input_attn_cross,class:llm_graph_input_mem_hybrid,class:llm_graph_result,struct:llm_graph_params,class:llm_graph_result,struct:llm_graph_context
Vendor/whisper.cpp/examples/talk-llama/llama-batch.cpp	Vendor	C++	26576	875		struct:llama_batch,struct:llama_batch
Vendor/whisper.cpp/examples/talk-llama/talk-llama.cpp	Vendor	C++	34410	813		struct:whisper_params,struct:whisper_context_params,struct:whisper_context,struct:llama_model,struct:llama_context,struct:tm,struct:tm
Vendor/whisper.cpp/examples/talk-llama/llama-hparams.h	Vendor	C/C++ Header	8814	267		struct:llama_hparams_posnet,struct:llama_hparams_convnext,struct:llama_hparams,struct:llama_hparams_posnet,struct:llama_hparams_convnext
Vendor/whisper.cpp/examples/talk-llama/llama-memory.cpp	Vendor	C++	1534	59		
Vendor/whisper.cpp/examples/talk-llama/llama-context.cpp	Vendor	C++	102627	2955		class:llama_io_write_dummy,class:llama_io_write_buffer,class:llama_io_read_buffer,class:llama_io_write_file,class:llama_io_read_file,struct:ggml_context,struct:ggml_init_params,struct:ggml_tensor,struct:llama_batch,struct:llama_context
Vendor/whisper.cpp/examples/talk-llama/llama-chat.cpp	Vendor	C++	36417	833		
Vendor/whisper.cpp/examples/talk-llama/unicode-data.cpp	Vendor	C++	168374	7034		
Vendor/whisper.cpp/examples/talk-llama/llama-kv-cache-iswa.h	Vendor	C/C++ Header	4116	137		class:llama_kv_cache_iswa,class:llama_kv_cache_iswa_context
Vendor/whisper.cpp/examples/talk-llama/llama-sampling.cpp	Vendor	C++	88327	2680		struct:ring_buffer,struct:probs_iterator,struct:llama_sampler,struct:llama_sampler,struct:llama_sampler,struct:llama_sampler,struct:llama_sampler,struct:llama_sampler,struct:llama_sampler_dist,struct:llama_sampler,struct:llama_sampler_top_k,struct:llama_sampler,struct:llama_sampler_top_p,struct:llama_sampler,struct:llama_sampler_min_p,struct:llama_sampler,struct:llama_sampler_typical,struct:llama_sampler,struct:llama_sampler_temp,struct:llama_sampler,struct:llama_sampler_temp_ext,struct:llama_sampler,struct:llama_sampler_xtc,struct:llama_sampler,struct:llama_sampler_mirostat,struct:llama_sampler,struct:llama_sampler_mirostat_v2,struct:llama_sampler,struct:llama_sampler_grammar,struct:llama_grammar,struct:llama_sampler,struct:llama_sampler,struct:llama_sampler,struct:llama_sampler_penalties,struct:llama_sampler,struct:llama_sampler_top_n_sigma,struct:llama_sampler,struct:llama_sampler_dry,struct:llama_sampler,struct:llama_sampler,struct:llama_sampler_logit_bias,struct:llama_sampler,struct:llama_sampler_infill,struct:llama_sampler,struct:llama_perf_sampler_data,struct:llama_perf_sampler_data
Vendor/whisper.cpp/examples/talk-llama/llama.h	Vendor	C/C++ Header	72585	1410		struct:llama_vocab,struct:llama_model,struct:llama_context,struct:llama_sampler,struct:llama_model_kv_override,struct:llama_model_tensor_buft_override,struct:llama_model_params,struct:llama_context_params,struct:llama_adapter_lora,struct:llama_context,struct:llama_model_params,struct:llama_model_params,struct:llama_model_params,struct:llama_model,struct:llama_context_params,struct:llama_model,struct:llama_context_params,struct:llama_model,struct:llama_context,struct:llama_adapter_lora,struct:llama_context,struct:llama_adapter_lora,struct:llama_context,struct:llama_context,struct:llama_context,struct:llama_context,struct:llama_context,struct:llama_context,struct:llama_context,struct:llama_context,struct:llama_context,struct:llama_context,struct:llama_context,struct:llama_context,struct:llama_context,struct:llama_context,struct:llama_context,struct:llama_context,struct:llama_context,struct:llama_context,struct:llama_batch,struct:llama_context,struct:llama_batch,struct:llama_sampler_i,struct:llama_sampler,struct:llama_sampler,struct:llama_perf_context_data,struct:llama_perf_sampler_data,struct:llama_opt_params,struct:llama_context
Vendor/whisper.cpp/examples/talk-llama/llama-memory-recurrent.h	Vendor	C/C++ Header	5690	182		class:llama_memory_recurrent,struct:mem_cell,class:llama_memory_recurrent_context
Vendor/whisper.cpp/examples/talk-llama/llama-batch.h	Vendor	C/C++ Header	5927	160		struct:llama_ubatch,struct:data_t,class:llama_batch_allocr
Vendor/whisper.cpp/examples/talk-llama/llama-model-saver.cpp	Vendor	C++	14337	282		
Vendor/whisper.cpp/examples/talk-llama/unicode.cpp	Vendor	C++	40878	1061		
Vendor/whisper.cpp/examples/talk-llama/llama-adapter.cpp	Vendor	C++	17946	485		
Vendor/whisper.cpp/examples/talk-llama/prompts/talk-alpaca.txt	Vendor	Text	978	23		
Vendor/whisper.cpp/examples/wchess/CMakeLists.txt	Vendor	Text	310	10		
Vendor/whisper.cpp/examples/wchess/README.md	Vendor	Markdown	949	45		
Vendor/whisper.cpp/examples/wchess/wchess.cmd/CMakeLists.txt	Vendor	Text	225	8		
Vendor/whisper.cpp/examples/wchess/wchess.cmd/wchess.cmd.cpp	Vendor	C++	10826	253		struct:whisper_params,struct:whisper_context_params,struct:whisper_context,struct:whisper_full_params
Vendor/whisper.cpp/examples/wchess/libwchess/Chessboard.h	Vendor	C/C++ Header	925	33		struct:State,class:Piece,class:Chessboard
Vendor/whisper.cpp/examples/wchess/libwchess/CMakeLists.txt	Vendor	Text	344	19		
Vendor/whisper.cpp/examples/wchess/libwchess/test-chessboard.cpp	Vendor	C++	4362	117		
Vendor/whisper.cpp/examples/wchess/libwchess/Chessboard.cpp	Vendor	C++	26777	803		struct:sview,struct:Pin,class:Piece,struct:Pawn,struct:Knight,struct:Bishop,struct:Rook,struct:Queen,struct:King,struct:PieceSet,struct:State,struct:Find,struct:Add
Vendor/whisper.cpp/examples/wchess/libwchess/WChess.cpp	Vendor	C++	6625	193		
Vendor/whisper.cpp/examples/wchess/libwchess/WChess.h	Vendor	C/C++ Header	1613	63		class:Chessboard,class:WChess,struct:callbacks,struct:settings
Vendor/whisper.cpp/examples/wchess/wchess.wasm/wchess.wasm.cpp	Vendor	C++	4173	141		struct:whisper_full_params
Vendor/whisper.cpp/examples/wchess/wchess.wasm/CMakeLists.txt	Vendor	Text	1504	50		
Vendor/whisper.cpp/examples/wchess/wchess.wasm/index-tmpl.html	Vendor	Unknown	19064	498		
Vendor/whisper.cpp/examples/wchess/wchess.wasm/jquery-3.7.1.min.js	Vendor	Unknown	87533	2		
Vendor/whisper.cpp/examples/wchess/wchess.wasm/chessboardjs-1.0.0/css/chessboard-1.0.0.css	Vendor	Unknown	978	54		
Vendor/whisper.cpp/examples/wchess/wchess.wasm/chessboardjs-1.0.0/css/chessboard-1.0.0.min.css	Vendor	Unknown	718	2		
Vendor/whisper.cpp/examples/wchess/wchess.wasm/chessboardjs-1.0.0/js/chessboard-1.0.0.min.js	Vendor	Unknown	14470	2		
Vendor/whisper.cpp/examples/wchess/wchess.wasm/chessboardjs-1.0.0/js/chessboard-1.0.0.js	Vendor	Unknown	53836	1817		
Vendor/whisper.cpp/examples/wchess/wchess.wasm/chessboardjs-1.0.0/js/chessboard-1.0.0/LICENSE.md	Vendor	Markdown	1052	20		
Vendor/whisper.cpp/examples/wchess/wchess.wasm/chessboardjs-1.0.0/js/chessboard-1.0.0/CHANGELOG.md	Vendor	Markdown	1064	32		
Vendor/whisper.cpp/examples/wchess/wchess.wasm/chessboardjs-1.0.0/js/chessboard-1.0.0/README.md	Vendor	Markdown	2605	82		
Vendor/whisper.cpp/examples/wchess/wchess.wasm/chessboardjs-1.0.0/js/chessboard-1.0.0/package.json	Vendor	JSON	774	29		
Vendor/whisper.cpp/examples/wchess/wchess.wasm/chessboardjs-1.0.0/img/chesspieces/wikipedia/wK.png	Vendor	Unknown	2823	104		
Vendor/whisper.cpp/examples/wchess/wchess.wasm/chessboardjs-1.0.0/img/chesspieces/wikipedia/bK.png	Vendor	Unknown	3009	100		
Vendor/whisper.cpp/examples/wchess/wchess.wasm/chessboardjs-1.0.0/img/chesspieces/wikipedia/wN.png	Vendor	Unknown	2388	68		
